6.065909331638597735e+01,4.713647918652685576e+01,3.548787204745259771e+01,7.232284545898437500e-02,1.294955489076239701e+02,1.102433142960747006e+02,9.229757954854500213e+01,2.104148864746093750e-01,2.105772308181432777e+02,1.835736673378550279e+02,1.595771380881729442e+02,2.883262634277343750e-01,1.748308544739342381e+02,1.503694048073593308e+02,1.280997877800371043e+02,4.289360046386718750e-01,3.000000000000000000e+00
4.961570068652221721e+01,3.948814536916520979e+01,2.961521578235459629e+01,1.498374938964843750e-01,1.176345033898004999e+02,1.016290513868974870e+02,8.630952507390296091e+01,2.162704467773437500e-01,2.131375868852458950e+02,1.936221770491803227e+02,1.764529573770491879e+02,2.908668518066406250e-01,1.702460373761333585e+02,1.509380278880046262e+02,1.333818417610676477e+02,3.430252075195312500e-01,3.000000000000000000e+00
8.125605912207282699e+01,7.427139168373253142e+01,6.225653993411094689e+01,2.145576477050781250e-01,3.237410906114654097e+01,2.783117348156736170e+01,2.164215803294342066e+01,2.227516174316406250e-01,1.608628291661360379e+02,1.486823449505454846e+02,1.270021225113554380e+02,2.689208984375000000e-01,1.253677613731218656e+02,1.157120982888146870e+02,9.787273059265442043e+01,2.937698364257812500e-01,3.000000000000000000e+00
5.015303894910189797e+01,3.384516104323847685e+01,2.440538470376469604e+01,9.906005859375000000e-02,2.199337886686890329e+02,1.918360792719478241e+02,1.663764872572705258e+02,2.094688415527343750e-01,1.317116191355886485e+02,9.563852005798662503e+01,7.043093561174615047e+01,2.975845336914062500e-01,1.807235545893063318e+02,1.433478011899100295e+02,1.123655042559180117e+02,3.938865661621093750e-01,3.000000000000000000e+00
8.754402872260016011e+01,8.871166383219954810e+01,9.169484599395313751e+01,1.614990234375000000e-01,2.056214986739967685e+02,2.048960103757331694e+02,2.058392342089471185e+02,1.986160278320312500e-01,1.298252879342959147e+02,1.305736896295764211e+02,1.334435744558580552e+02,3.186378479003906250e-01,1.662672323127282255e+02,1.663365042600711377e+02,1.683465724448436163e+02,3.212471008300781250e-01,3.000000000000000000e+00
5.579007752744679749e+01,4.646253707268849098e+01,3.863749414641760893e+01,1.458930969238281250e-01,1.180934561703155481e+02,1.040130600555526712e+02,9.246869554715939898e+01,2.215194702148437500e-01,2.122829845917203784e+02,1.933739358739756540e+02,1.772629220038719495e+02,2.874679565429687500e-01,1.693718185743227593e+02,1.514319100178237250e+02,1.367664869532486875e+02,3.451194763183593750e-01,3.000000000000000000e+00
5.901522271493811900e+01,6.651386590773711305e+01,5.580212676771019886e+01,1.742668151855468750e-01,1.829683099872657976e+02,1.782355648535564967e+02,1.822309987265781501e+02,2.102241516113281250e-01,1.429616675475687089e+02,1.402954149048625823e+02,1.347104122621564386e+02,2.881011962890625000e-01,1.057925772047303496e+02,1.061742314343077993e+02,9.375185395801176469e+01,3.274078369140625000e-01,3.000000000000000000e+00
1.936334219939466266e+02,1.855668164725304905e+02,1.852153535724112885e+02,2.067565917968750000e-01,1.423826506990956489e+02,1.403168307663816847e+02,1.342987283558134664e+02,2.491073608398437500e-01,4.613633015109373048e+01,5.649869954145681561e+01,4.889297151018566723e+01,2.523956298828125000e-01,9.116780229571780580e+01,9.781115362440380068e+01,8.896514492373813709e+01,2.917404174804687500e-01,3.000000000000000000e+00
4.537639356606497643e+01,4.537639356606497643e+01,4.537639356606497643e+01,1.823768615722656250e-01,1.905385214512883749e+02,1.905385214512883749e+02,1.905385214512883749e+02,2.350921630859375000e-01,9.642326293498169321e+01,9.642326293498169321e+01,9.642326293498169321e+01,2.666015625000000000e-01,1.435278136659462120e+02,1.435278136659462120e+02,1.435278136659462120e+02,3.159294128417968750e-01,3.000000000000000000e+00
3.377442515677542190e+01,3.443775939895179761e+01,3.456957193492684155e+01,1.258354187011718750e-01,9.965717150540085356e+01,9.905245886696140190e+01,9.766521580602525887e+01,1.676101684570312500e-01,1.491397113953836993e+02,1.471732550494272971e+02,1.444821957943547943e+02,3.339004516601562500e-01,1.842093749999999943e+02,1.828011160714285666e+02,1.807570008116883287e+02,3.726539611816406250e-01,3.000000000000000000e+00
1.148836682705915564e+02,1.107056609114067385e+02,9.849651853948485325e+01,1.341857910156250000e-01,5.129996175908222256e+01,4.768481835564053029e+01,3.783764818355641069e+01,1.999931335449218750e-01,1.823126431781934116e+02,1.798224445411048293e+02,1.706608670436421562e+02,2.614746093750000000e-01,2.199812400515424713e+02,2.180781001288561924e+02,2.116588531797165160e+02,4.043464660644531250e-01,3.000000000000000000e+00
5.288990498160048048e+01,5.373982534190146509e+01,5.077533366287691763e+01,1.389122009277343750e-01,1.136481776331729634e+02,1.141193278183517350e+02,1.101944896334498623e+02,2.204208374023437500e-01,2.013919878425663228e+02,2.017954945981150843e+02,1.982912420504175941e+02,2.987136840820312500e-01,1.603990874813145524e+02,1.606420427924410319e+02,1.564772316548046547e+02,3.419532775878906250e-01,3.000000000000000000e+00
7.376483625949445866e+01,7.041148051301208000e+01,5.897499688706264465e+01,1.540832519531250000e-01,1.317881979718048910e+02,1.292537739043647207e+02,1.173401593327273673e+02,2.134819030761718750e-01,1.892874676545863224e+02,1.858777590814609653e+02,1.736375616860621278e+02,2.693099975585937500e-01,2.358312088189241251e+02,2.336681554030622578e+02,2.237860002732269322e+02,3.631248474121093750e-01,3.000000000000000000e+00
6.118304507660802471e+01,6.324050726604328077e+01,6.391411512175865539e+01,1.544914245605468750e-01,1.870960817429488259e+02,1.909135618983279983e+02,1.910890896807971444e+02,2.258110046386718750e-01,1.077400513308990924e+02,1.107396941313435974e+02,1.113454251997671633e+02,2.884483337402343750e-01,1.466281748545758319e+02,1.506460289120543621e+02,1.514042734550480986e+02,3.312492370605468750e-01,3.000000000000000000e+00
7.225748847926267615e+01,7.265733661499790230e+01,7.581956954335987575e+01,1.447601318359375000e-01,1.893365982095839968e+02,1.896098999473406934e+02,1.919583149025802982e+02,1.810760498046875000e-01,1.147424552906110335e+02,1.152521073956780953e+02,1.187403129657228078e+02,3.285675048828125000e-01,1.488741569064676753e+02,1.493632781021978531e+02,1.526426056143681933e+02,3.455963134765625000e-01,3.000000000000000000e+00
6.555658101730466569e+01,8.320262191924489059e+01,8.367653382275825891e+01,1.454010009765625000e-01,1.661126007540301543e+02,1.799748764950598172e+02,1.770494182267290739e+02,2.345848083496093750e-01,1.041888416290880173e+02,1.211127928645603617e+02,1.209939257720813117e+02,2.672843933105468750e-01,1.357715007974308605e+02,1.507376615204348411e+02,1.489138232198847902e+02,3.527297973632812500e-01,3.000000000000000000e+00
8.896400630723512393e+01,8.603911698708229494e+01,8.230107950755048307e+01,1.259536743164062500e-01,1.868649847891490481e+02,1.822933761366119256e+02,1.776021480074625742e+02,2.269630432128906250e-01,1.276317526680603009e+02,1.233353091649246380e+02,1.185994058752337992e+02,2.792167663574218750e-01,1.569197273017935856e+02,1.522449745763586009e+02,1.472535866415008741e+02,3.678665161132812500e-01,3.000000000000000000e+00
6.279184497619191063e+01,5.295578928334639102e+01,4.196344403592308936e+01,1.271057128906250000e-01,1.147816709230207977e+02,9.943819044144473196e+01,8.428526815031010244e+01,2.607421875000000000e-01,1.867483561780605044e+02,1.718136668996305900e+02,1.552854045727489165e+02,2.680969238281250000e-01,1.526073112946438357e+02,1.363055820029670429e+02,1.196391736598543076e+02,3.440551757812500000e-01,3.000000000000000000e+00
3.981821369299456137e+01,4.606727285477198564e+01,3.817930857156214586e+01,1.637458801269531250e-01,1.108780321922466499e+02,1.143207662661528019e+02,1.028645431874858218e+02,1.677169799804687500e-01,2.051763922658330443e+02,2.051373972444135632e+02,1.977235266875072455e+02,3.316230773925781250e-01,1.656077540137034134e+02,1.662284126323368980e+02,1.547812742594196891e+02,3.369140625000000000e-01,3.000000000000000000e+00
8.535001719591883784e+01,8.784509916313194822e+01,8.566885245901639223e+01,1.672248840332031250e-01,1.303512101354303070e+02,1.326998165137614762e+02,1.305153691568370391e+02,2.177696228027343750e-01,1.713946259286916813e+02,1.734231416674049910e+02,1.707512055588603914e+02,3.010749816894531250e-01,2.053713591348198406e+02,2.066946837596451871e+02,2.034793851388298265e+02,3.139305114746093750e-01,3.000000000000000000e+00
9.510404588499866918e+01,9.763774783882482211e+01,9.730114093544327147e+01,1.854133605957031250e-01,1.982250038302436224e+02,1.995785506358204486e+02,1.970543128542975353e+02,2.489852905273437500e-01,1.314642042528143691e+02,1.336437053932749564e+02,1.328109337061290489e+02,2.590103149414062500e-01,1.660096208825357280e+02,1.678777128651336170e+02,1.660771659415786132e+02,3.065910339355468750e-01,3.000000000000000000e+00
5.324475214477561735e+01,5.709583039974965857e+01,5.698962163289785110e+01,1.469306945800781250e-01,1.785446019629225702e+02,1.846992677987225306e+02,1.820505997818974890e+02,2.443809509277343750e-01,1.030526895677372607e+02,1.072203272156483962e+02,1.042961694035257239e+02,2.519950866699218750e-01,1.425311786950047690e+02,1.480716772541751993e+02,1.441726424493031402e+02,3.566932678222656250e-01,3.000000000000000000e+00
2.038926029449903581e+02,1.947437109183643997e+02,1.934598449701754816e+02,1.318550109863281250e-01,6.032309104359023877e+01,5.759335872215677199e+01,5.600761664703142628e+01,2.769851684570312500e-01,1.140101142609767919e+02,9.924621863070484551e+01,9.342070603051331545e+01,2.916374206542968750e-01,1.629650446211675785e+02,1.416319840437773223e+02,1.340597591224077405e+02,2.995223999023437500e-01,3.000000000000000000e+00
6.546463337285938167e+01,8.223428839312798289e+01,7.718059730303615140e+01,1.389083862304687500e-01,1.891374618539467747e+02,2.033048574260889723e+02,1.960407992691507673e+02,1.960411071777343750e-01,1.118999554753011694e+02,1.277161797808395391e+02,1.214204244687956020e+02,3.091697692871093750e-01,1.481340136781363412e+02,1.629319512716392353e+02,1.558263090403932551e+02,3.558807373046875000e-01,3.000000000000000000e+00
8.146924591217708667e+01,8.445580731991482537e+01,8.380555220762524016e+01,1.899299621582031250e-01,1.929797468741402042e+02,1.945288893644339794e+02,1.918758063036898989e+02,2.509689331054687500e-01,1.192544719895618499e+02,1.219031244300405490e+02,1.209818033867867655e+02,2.718696594238281250e-01,1.573457171933441714e+02,1.595271532981774385e+02,1.576696139460502479e+02,2.872314453125000000e-01,3.000000000000000000e+00
8.363154436389842772e+01,8.659182245962099955e+01,8.596956208402221478e+01,1.798706054687500000e-01,1.940364539337624876e+02,1.955529404911013387e+02,1.929370394104453794e+02,2.619438171386718750e-01,1.225622507627900291e+02,1.251556517419995771e+02,1.242595756758674526e+02,2.677421569824218750e-01,1.595232795791083618e+02,1.616516831709278961e+02,1.597496406861904745e+02,2.904434204101562500e-01,3.000000000000000000e+00
6.285849735957754092e+01,6.225967354776764751e+01,6.436785885741718971e+01,1.585197448730468750e-01,1.949035267349260607e+02,1.956919453924914762e+02,1.988040045506257343e+02,1.676559448242187500e-01,1.091616031473961499e+02,1.100437943609152285e+02,1.137714226552703991e+02,3.320083618164062500e-01,1.482806763015456681e+02,1.495080073656604043e+02,1.536521734278221061e+02,3.418159484863281250e-01,3.000000000000000000e+00
5.295179775850702697e+01,4.577364470814950437e+01,3.804452558446168098e+01,1.512451171875000000e-01,1.818220062232354621e+02,1.661858806494346652e+02,1.533108690963985339e+02,2.482376098632812500e-01,1.057543513662916723e+02,9.273773773773774565e+01,7.968023247127725028e+01,2.549209594726562500e-01,1.464950085300753813e+02,1.291730779813989329e+02,1.154498376534037760e+02,3.455963134765625000e-01,3.000000000000000000e+00
8.610090676164342938e+01,8.059055804909959875e+01,6.791128636586650202e+01,2.091789245605468750e-01,1.372874742379033535e+02,1.324621643237257445e+02,1.186918084222830601e+02,2.486381530761718750e-01,1.863385801383515172e+02,1.812902157345527030e+02,1.683008998710282640e+02,2.594795227050781250e-01,2.309773770358636966e+02,2.280249922153175532e+02,2.174176786753855026e+02,2.827033996582031250e-01,3.000000000000000000e+00
8.549728865687345092e+01,8.806302861074014743e+01,8.583327263162153997e+01,1.876907348632812500e-01,1.299531233219974808e+02,1.325019151601933061e+02,1.301249686772865459e+02,2.139244079589843750e-01,1.705029558000234999e+02,1.728646465437367112e+02,1.702267157342520534e+02,2.903556823730468750e-01,2.038944442366902194e+02,2.054208768059035606e+02,2.026563952981065313e+02,3.080291748046875000e-01,3.000000000000000000e+00
1.866147280204857566e+02,1.838625164894855288e+02,1.735293124854504470e+02,1.963081359863281250e-01,1.054561321060478321e+02,1.055338853957347567e+02,9.482658650418098034e+01,2.373199462890625000e-01,6.212947035466720536e+01,6.323299010700585399e+01,5.357127666733966009e+01,2.814636230468750000e-01,1.461075033850361251e+02,1.446240666014237206e+02,1.342060112879224505e+02,2.849082946777343750e-01,3.000000000000000000e+00
5.326533129040697645e+01,5.354120109122165161e+01,5.378773496767443874e+01,1.017494201660156250e-01,1.127404513519267653e+02,1.124200127741111430e+02,1.123016606344475292e+02,1.788368225097656250e-01,1.586612336610625675e+02,1.566402810411296400e+02,1.548082327714031408e+02,3.371009826660156250e-01,1.897718208078140947e+02,1.874332496203134610e+02,1.851232665945344991e+02,3.823127746582031250e-01,3.000000000000000000e+00
9.006173941262372296e+01,9.301079019957812477e+01,9.270635242576666712e+01,1.879577636718750000e-01,1.962603718080912358e+02,1.976887396130284458e+02,1.949293685934372604e+02,2.515754699707031250e-01,1.282040757418311898e+02,1.306515991225031712e+02,1.296563329869530037e+02,2.636413574218750000e-01,1.638722617390856158e+02,1.658670171640636966e+02,1.638099067058398930e+02,2.968254089355468750e-01,3.000000000000000000e+00
5.301343926971516396e+01,5.375792409770940594e+01,5.091646240103682430e+01,1.348152160644531250e-01,1.159207542746135715e+02,1.163502419908562615e+02,1.122645655049989131e+02,2.283668518066406250e-01,1.999495809324253628e+02,2.002922865374541743e+02,1.964541644840230674e+02,2.909164428710937500e-01,1.611737728808319901e+02,1.614058822230563806e+02,1.571261895824593182e+02,3.459014892578125000e-01,3.000000000000000000e+00
5.981226514795677929e+01,4.991882926256458575e+01,3.866515969938937758e+01,1.291503906250000000e-01,1.892268459115828705e+02,1.741357313659162571e+02,1.579758690073486491e+02,2.617073059082031250e-01,1.134807099206122558e+02,9.833345707921640155e+01,8.326406419555657124e+01,2.671394348144531250e-01,1.530149452269170638e+02,1.367766264252179838e+02,1.203390789179521505e+02,3.420028686523437500e-01,3.000000000000000000e+00
7.105174960065102141e+01,6.018116881159770060e+01,4.884661984990506056e+01,1.270942687988281250e-01,1.800224356523467861e+02,1.651270130148194539e+02,1.492157003685748009e+02,2.507858276367187500e-01,1.165407732428181191e+02,1.019414686646245514e+02,8.682833843861246237e+01,2.753906250000000000e-01,1.493147611520899147e+02,1.337986037934668104e+02,1.177220100105374030e+02,3.467292785644531250e-01,3.000000000000000000e+00
9.310700583381510853e+01,8.861738582015030374e+01,6.990828822200030856e+01,7.246780395507812500e-02,1.508544965906314701e+02,1.464479488261555389e+02,1.252761033249672380e+02,1.715621948242187500e-01,1.858769480486126042e+02,1.817286446615506179e+02,1.582938022005116068e+02,3.716278076171875000e-01,2.120667076910861226e+02,2.087912419481305619e+02,1.847322461862177647e+02,3.843421936035156250e-01,3.000000000000000000e+00
3.470677105633372150e+01,3.497308703896263182e+01,4.055189919872774595e+01,1.865692138671875000e-01,2.029076694758043118e+02,1.676894224483666562e+02,1.611818695782760074e+02,2.141342163085937500e-01,9.653769184153783556e+01,8.342699099454598866e+01,8.455873275363953212e+01,2.706031799316406250e-01,1.515062135400226850e+02,1.233370392452565483e+02,1.201369083108289715e+02,3.286933898925781250e-01,3.000000000000000000e+00
3.654045662972870900e+01,4.151404279709591094e+01,3.378510699273977025e+01,8.018112182617187500e-02,1.181494397696080654e+02,1.216707915222967245e+02,1.115730324438644629e+02,1.693420410156250000e-01,1.689866065753741395e+02,1.716434159588605723e+02,1.664751834517825273e+02,3.280105590820312500e-01,2.071606684387672885e+02,2.086263619621327052e+02,2.065463180527457041e+02,4.224662780761718750e-01,3.000000000000000000e+00
2.227253009990607211e+02,2.127702800785586135e+02,2.172900264708393934e+02,1.799316406250000000e-01,1.629729623824451323e+02,1.504647008881922829e+02,1.554213198798328222e+02,2.327995300292968750e-01,1.053702065095701244e+02,9.229481905121599539e+01,9.568658025007755441e+01,2.810440063476562500e-01,4.963625101670524487e+01,3.917826440593130144e+01,4.241385221798159932e+01,3.062248229980468750e-01,3.000000000000000000e+00
6.124174443646805344e+01,5.892085427135678799e+01,5.523025843503231158e+01,6.348419189453125000e-02,1.414411162683425971e+02,1.376687808112549476e+02,1.306622654020238201e+02,1.325645446777343750e-01,1.889158314272531811e+02,1.854050968419605852e+02,1.784724101033700947e+02,3.882675170898437500e-01,2.187453202784870427e+02,2.156241894299832893e+02,2.093964031816595366e+02,4.156837463378906250e-01,3.000000000000000000e+00
8.329323075134203691e+01,7.427569233154396500e+01,6.705569659502722857e+01,1.968421936035156250e-01,2.218534185602891569e+02,2.116771359726917012e+02,2.068115022924266384e+02,2.274665832519531250e-01,1.316837560788873134e+02,1.222035700613914457e+02,1.148226453616140361e+02,2.696914672851562500e-01,1.768618193146417354e+02,1.667364859813084195e+02,1.613420560747663615e+02,3.059997558593750000e-01,3.000000000000000000e+00
8.434616028730391690e+01,7.526975679648685968e+01,6.810386855473474554e+01,2.050056457519531250e-01,2.229049964813511622e+02,2.127425580577058213e+02,2.077804714989443937e+02,2.168388366699218750e-01,1.336373226778751757e+02,1.241277963664519035e+02,1.169627381577855800e+02,2.743186950683593750e-01,1.788034756490023653e+02,1.686589976904728871e+02,1.633430972904072576e+02,3.038368225097656250e-01,3.000000000000000000e+00
2.228880324630711129e+02,2.129126803503950498e+02,2.173385649261422259e+02,1.788024902343750000e-01,1.632150915631131625e+02,1.507994931327665142e+02,1.557924950948332139e+02,2.327041625976562500e-01,1.055305918700503298e+02,9.258434181945737862e+01,9.602079032932637404e+01,2.816276550292968750e-01,4.976887914606349739e+01,3.927118960728387265e+01,4.255517082466650436e+01,3.068656921386718750e-01,3.000000000000000000e+00
3.352796679991455164e+01,3.421381709438222174e+01,3.434335235421561094e+01,1.251068115234375000e-01,9.937107533981466645e+01,9.876211834885361895e+01,9.738223173425012646e+01,1.683158874511718750e-01,1.492960740555188579e+02,1.473088948602919288e+02,1.445845535490629175e+02,3.343315124511718750e-01,1.843636838547108425e+02,1.829690041587282110e+02,1.809651015098436915e+02,3.722457885742187500e-01,3.000000000000000000e+00
2.326994032457608625e+02,2.383300705916599895e+02,2.434092496907066447e+02,1.046676635742187500e-01,4.584085663295657298e+01,4.618179654967281067e+01,4.580452111838191342e+01,1.593322753906250000e-01,1.127138998778451366e+02,1.154078403245508895e+02,1.175943338077573941e+02,3.405303955078125000e-01,1.622068642051718541e+02,1.689039127323366074e+02,1.754405353654526891e+02,3.954696655273437500e-01,2.000000000000000000e+00
1.494012119203730435e+02,1.412335787156484344e+02,1.367221341160318957e+02,1.613082885742187500e-01,5.713709344600570006e+01,5.391799154957256235e+01,5.109436965706986200e+01,1.935691833496093750e-01,1.196900599490253825e+02,1.110092855177035176e+02,1.066105706524990779e+02,3.204765319824218750e-01,9.047651595838063088e+01,8.411375100946852967e+01,8.045894828009971889e+01,3.246459960937500000e-01,2.000000000000000000e+00
8.204997355896351507e+01,8.218270756213644290e+01,8.057139079851930319e+01,1.147079467773437500e-01,1.368850305631421520e+02,1.345944368578488763e+02,1.303002341006632889e+02,2.347602844238281250e-01,2.097860970388394719e+02,2.084747430425359198e+02,2.056008882151927537e+02,2.863693237304687500e-01,1.766841303365591784e+02,1.731979741302314721e+02,1.681659258792253695e+02,3.641624450683593750e-01,2.000000000000000000e+00
